site,sitename,date
ST,Seattle,2004-09-03
AT,Austin,2004-12-28
AT,Austin,2004-12-01
DV,Denver,2004-12-18
TP,Tampa,2004-12-02
ST,Seattle,2004-07-09
DV,Denver,2004-12-04
DV,Denver,2004-07-24
DV,Denver,2004-09-11
DV,Denver,2004-07-11
DV,Denver,2004-11-05
AT,Austin,2004-08-11
DV,Denver,2004-12-01
DV,Denver,2004-10-18
TP,Tampa,2004-07-21
DV,Denver,2004-08-12
DV,Denver,2004-12-11
AT,Austin,2004-07-18
DV,Denver,2004-11-13
DV,Denver,2004-07-14
AT,Austin,2004-11-05
DV,Denver,2004-12-24
AT,Austin,2004-07-26
DV,Denver,2004-10-19
AT,Austin,2004-10-15
DV,Denver,2004-11-22
AT,Austin,2004-12-23
DV,Denver,2004-08-25
TP,Tampa,2004-09-29
ST,Seattle,2004-07-22
AT,Austin,2004-07-11
AT,Austin,2004-08-31
AT,Austin,2004-11-24
DV,Denver,2004-07-01
TP,Tampa,2004-10-18
DV,Denver,2004-09-30
ST,Seattle,2004-09-02
DV,Denver,2004-08-18
AT,Austin,2004-11-04
AT,Austin,2004-10-07
DV,Denver,2004-12-05
AT,Austin,2004-07-29
AT,Austin,2004-07-25
AT,Austin,2004-09-20
TP,Tampa,2004-09-08
AT,Austin,2004-10-10
DV,Denver,2004-12-28
ST,Seattle,2004-08-26
ST,Seattle,2004-07-27
DV,Denver,2004-09-01
TP,Tampa,2004-10-11
DV,Denver,2004-10-12
TP,Tampa,2004-12-06
AT,Austin,2004-07-22
AT,Austin,2004-07-03
DV,Denver,2004-07-09
DV,Denver,2004-09-09
AT,Austin,2004-12-27
DV,Denver,2004-11-23
AT,Austin,2004-09-03
TP,Tampa,2004-08-09
AT,Austin,2004-12-09
DV,Denver,2004-09-19
TP,Tampa,2004-08-30
DV,Denver,2004-09-13
AT,Austin,2004-07-15
ST,Seattle,2004-07-26
AT,Austin,2004-12-21
AT,Austin,2004-11-06
DV,Denver,2004-11-01
TP,Tampa,2004-09-27
DV,Denver,2004-09-12
TP,Tampa,2004-11-17
AT,Austin,2004-07-19
DV,Denver,2004-08-23
TP,Tampa,2004-07-26
ST,Seattle,2004-08-23
DV,Denver,2004-07-28
DV,Denver,2004-08-04
ST,Seattle,2004-08-10
AT,Austin,2004-09-09
DV,Denver,2004-09-27
DV,Denver,2004-10-31
TP,Tampa,2004-09-20
DV,Denver,2004-10-08
DV,Denver,2004-08-11
DV,Denver,2004-10-04
DV,Denver,2004-08-16
ST,Seattle,2004-08-31
AT,Austin,2004-09-24
AT,Austin,2004-12-02
AT,Austin,2004-07-14
DV,Denver,2004-10-05
TP,Tampa,2004-08-18
DV,Denver,2004-07-16
DV,Denver,2004-08-19
ST,Seattle,2004-08-19
AT,Austin,2004-09-10
ST,Seattle,2004-07-30
DV,Denver,2004-10-22
AT,Austin,2004-11-02
AT,Austin,2004-09-25
ST,Seattle,2004-07-16
DV,Denver,2004-12-03
DV,Denver,2004-09-18
AT,Austin,2004-11-22
AT,Austin,2004-12-10
AT,Austin,2004-07-16
AT,Austin,2004-11-18
AT,Austin,2004-11-29
DV,Denver,2004-09-20
AT,Austin,2004-09-12
DV,Denver,2004-10-11
AT,Austin,2004-08-13
AT,Austin,2004-12-19
DV,Denver,2004-08-28
AT,Austin,2004-10-26
AT,Austin,2004-07-17
DV,Denver,2004-09-14
DV,Denver,2004-07-15
DV,Denver,2004-07-07
DV,Denver,2004-11-15
TP,Tampa,2004-11-22
AT,Austin,2004-09-02
AT,Austin,2004-08-17
DV,Denver,2004-11-06
AT,Austin,2004-10-04
AT,Austin,2004-07-05
DV,Denver,2004-08-27
AT,Austin,2004-08-27
ST,Seattle,2004-09-07
AT,Austin,2004-10-01
DV,Denver,2004-12-29
DV,Denver,2004-07-08
DV,Denver,2004-10-27
DV,Denver,2004-11-12
AT,Austin,2004-12-05
DV,Denver,2004-08-31
AT,Austin,2004-09-07
ST,Seattle,2004-08-25
AT,Austin,2004-08-18
DV,Denver,2004-07-19
DV,Denver,2004-12-02
AT,Austin,2004-10-21
DV,Denver,2004-12-10
AT,Austin,2004-09-28
AT,Austin,2004-12-12
DV,Denver,2004-12-06
AT,Austin,2004-10-27
DV,Denver,2004-12-09
AT,Austin,2004-09-05
ST,Seattle,2004-07-12
DV,Denver,2004-07-17
AT,Austin,2004-10-13
TP,Tampa,2004-09-01
AT,Austin,2004-07-10
AT,Austin,2004-09-26
DV,Denver,2004-08-22
DV,Denver,2004-07-02
DV,Denver,2004-07-18
AT,Austin,2004-10-14
DV,Denver,2004-12-16
AT,Austin,2004-09-14
ST,Seattle,2004-08-13
AT,Austin,2004-12-30
AT,Austin,2004-08-21
DV,Denver,2004-09-22
AT,Austin,2004-09-29
AT,Austin,2004-07-30
AT,Austin,2004-12-26
DV,Denver,2004-12-08
TP,Tampa,2004-10-27
AT,Austin,2004-10-24
AT,Austin,2004-11-12
DV,Denver,2004-10-28
DV,Denver,2004-12-20
DV,Denver,2004-12-07
DV,Denver,2004-12-19
AT,Austin,2004-10-25
DV,Denver,2004-09-29
DV,Denver,2004-09-15
DV,Denver,2004-08-03
AT,Austin,2004-12-20
TP,Tampa,2004-08-04
DV,Denver,2004-10-13
AT,Austin,2004-09-11
AT,Austin,2004-10-20
DV,Denver,2004-10-06
DV,Denver,2004-09-03
TP,Tampa,2004-09-16
DV,Denver,2004-10-09
ST,Seattle,2004-08-04
ST,Seattle,2004-08-20
DV,Denver,2004-10-14
AT,Austin,2004-08-14
DV,Denver,2004-12-30
ST,Seattle,2004-07-28
AT,Austin,2004-09-08
DV,Denver,2004-11-17
TP,Tampa,2004-11-15
ST,Seattle,2004-08-11
TP,Tampa,2005-05-26
AT,Austin,2005-05-13
DV,Denver,2005-06-15
TP,Tampa,2005-04-26
DV,Denver,2005-03-24
DV,Denver,2005-06-04
DV,Denver,2005-01-02
DV,Denver,2005-05-24
AT,Austin,2005-01-23
AT,Austin,2005-02-01
AT,Austin,2005-06-22
ST,Seattle,2005-02-28
TP,Tampa,2005-06-14
DV,Denver,2005-01-09
ST,Seattle,2005-03-14
DV,Denver,2005-05-09
AT,Austin,2005-03-27
AT,Austin,2005-05-25
TP,Tampa,2005-05-25
ST,Seattle,2005-03-28
TP,Tampa,2005-06-15
DV,Denver,2005-05-02
AT,Austin,2005-02-02
DV,Denver,2005-06-29
DV,Denver,2005-02-28
AT,Austin,2005-04-01
DV,Denver,2005-06-05
TP,Tampa,2005-04-18
ST,Seattle,2005-04-26
DV,Denver,2005-06-12
DV,Denver,2005-05-18
ST,Seattle,2005-06-29
DV,Denver,2005-05-07
DV,Denver,2005-01-12
ST,Seattle,2005-06-07
AT,Austin,2005-01-11
ST,Seattle,2005-02-16
ST,Seattle,2005-02-14
TP,Tampa,2005-04-25
ST,Seattle,2005-04-22
ST,Seattle,2005-03-29
TP,Tampa,2005-05-04
TP,Tampa,2005-03-31
DV,Denver,2005-04-12
AT,Austin,2005-06-15
DV,Denver,2005-06-25
DV,Denver,2005-04-26
AT,Austin,2005-05-03
AT,Austin,2005-03-31
TP,Tampa,2005-05-24
ST,Seattle,2005-05-17
AT,Austin,2005-06-02
AT,Austin,2005-01-21
TP,Tampa,2005-04-05
AT,Austin,2005-01-04
AT,Austin,2005-01-08
AT,Austin,2005-03-06
AT,Austin,2005-05-04
AT,Austin,2005-03-12
DV,Denver,2005-05-01
DV,Denver,2005-03-17
AT,Austin,2005-05-10
DV,Denver,2005-05-23
AT,Austin,2005-03-15
AT,Austin,2005-02-13
DV,Denver,2005-03-30
TP,Tampa,2005-05-17
DV,Denver,2005-03-13
DV,Denver,2005-06-19
DV,Denver,2005-01-10
AT,Austin,2005-03-11
AT,Austin,2005-05-30
ST,Seattle,2005-05-04
AT,Austin,2005-05-24
ST,Seattle,2005-06-08
TP,Tampa,2005-05-18
ST,Seattle,2005-05-20
DV,Denver,2005-04-05
ST,Seattle,2005-03-02
ST,Seattle,2005-05-27
TP,Tampa,2005-05-09
DV,Denver,2005-01-07
TP,Tampa,2005-04-20
ST,Seattle,2005-04-29
TP,Tampa,2005-05-05
DV,Denver,2005-04-19
AT,Austin,2005-06-03
DV,Denver,2005-05-08
AT,Austin,2005-03-13
ST,Seattle,2005-05-26
DV,Denver,2005-05-19
ST,Seattle,2005-05-02
ST,Seattle,2005-02-23
DV,Denver,2005-06-22
AT,Austin,2005-02-10
AT,Austin,2005-01-12
DV,Denver,2005-05-13
ST,Seattle,2005-06-15
DV,Denver,2005-06-06
DV,Denver,2005-06-17
AT,Austin,2005-02-14
AT,Austin,2005-06-20
ST,Seattle,2005-04-11
AT,Austin,2005-05-17
TP,Tampa,2005-01-07
ST,Seattle,2005-03-30
ST,Seattle,2005-04-19
AT,Austin,2005-01-16
AT,Austin,2005-04-22
DV,Denver,2005-05-16
DV,Denver,2005-04-02
TP,Tampa,2005-01-10
AT,Austin,2005-03-08
AT,Austin,2005-02-15
ST,Seattle,2005-05-19
AT,Austin,2005-02-11
TP,Tampa,2005-05-02
AT,Austin,2005-01-14
ST,Seattle,2005-02-09
ST,Seattle,2005-04-13
AT,Austin,2005-03-02
AT,Austin,2005-02-16
ST,Seattle,2005-02-07
TP,Tampa,2005-05-06
AT,Austin,2005-02-17
ST,Seattle,2005-03-18
DV,Denver,2005-01-13
AT,Austin,2005-02-24
ST,Seattle,2005-05-31
AT,Austin,2005-02-22
AT,Austin,2005-06-29
ST,Seattle,2005-06-24
TP,Tampa,2005-02-08
DV,Denver,2005-06-07
ST,Seattle,2005-04-06
DV,Denver,2005-03-21
TP,Tampa,2005-05-31
TP,Tampa,2005-06-09
DV,Denver,2005-01-08
DV,Denver,2005-03-06
ST,Seattle,2005-06-10
DV,Denver,2005-06-24
DV,Denver,2005-02-22
DV,Denver,2005-02-23
AT,Austin,2005-03-28
DV,Denver,2005-05-10
AT,Austin,2005-05-12
ST,Seattle,2005-05-06
DV,Denver,2005-04-07
DV,Denver,2005-02-25
AT,Austin,2005-05-20
AT,Austin,2005-02-23
ST,Seattle,2005-03-07
DV,Denver,2005-03-02
AT,Austin,2005-05-28
DV,Denver,2005-05-25
TP,Tampa,2005-06-08
AT,Austin,2005-06-19
TP,Tampa,2005-06-27
DV,Denver,2005-06-23
TP,Tampa,2005-04-27
TP,Tampa,2005-05-11
DV,Denver,2005-04-16
AT,Austin,2005-01-03
AT,Austin,2005-01-28
ST,Seattle,2005-03-23
DV,Denver,2005-06-11
DV,Denver,2005-05-21
TP,Tampa,2005-03-15
AT,Austin,2005-06-04
ST,Seattle,2005-02-17
AT,Austin,2005-04-08
AT,Austin,2005-05-05
ST,Seattle,2005-03-25
ST,Seattle,2005-02-18
ST,Seattle,2005-04-12
TP,Tampa,2005-06-24
ST,Seattle,2005-06-17
AT,Austin,2005-01-05
DV,Denver,2005-01-01
DV,Denver,2005-04-24
DV,Denver,2005-04-18
AT,Austin,2005-06-10
ST,Seattle,2005-05-03
ST,Seattle,2005-06-02
TP,Tampa,2005-04-28
TP,Tampa,2005-02-22
AT,Austin,2005-04-06
DV,Denver,2005-01-15
AT,Austin,2005-03-25
ST,Seattle,2005-05-18
ST,Seattle,2005-03-16
ST,Seattle,2005-04-01
AT,Austin,2005-03-04
DV,Denver,2005-06-18
DV,Denver,2005-03-01
AT,Austin,2005-04-03
DV,Denver,2005-02-11
ST,Seattle,2005-02-22
TP,Tampa,2005-06-17
AT,Austin,2005-06-13
ST,Seattle,2005-03-17
DV,Denver,2005-03-09
AT,Austin,2005-01-29
ST,Seattle,2005-02-24
ST,Seattle,2005-04-21
TP,Tampa,2005-04-21
TP,Tampa,2005-04-04
AT,Austin,2005-06-14
DV,Denver,2005-01-04
AT,Austin,2005-03-26
DV,Denver,2005-03-18
DV,Denver,2005-03-14
TP,Tampa,2005-02-14
ST,Seattle,2005-04-20
AT,Austin,2005-02-09
ST,Seattle,2005-02-03
AT,Austin,2005-04-05
ST,Seattle,2005-04-25
ST,Seattle,2005-04-15
AT,Austin,2005-02-28
DV,Denver,2005-05-27
TP,Tampa,2005-03-02
DV,Denver,2005-05-06
AT,Austin,2005-06-16
AT,Austin,2005-01-13
ST,Seattle,2005-03-10
DV,Denver,2005-03-19
ST,Seattle,2005-02-21
TP,Tampa,2005-01-13
ST,Seattle,2005-03-24
AT,Austin,2005-01-27
DV,Denver,2005-06-13
AT,Austin,2005-01-19
ST,Seattle,2005-06-28
TP,Tampa,2005-05-19
AT,Austin,2005-01-15
DV,Denver,2005-03-31
TP,Tampa,2005-06-07
ST,Seattle,2005-03-03
AT,Austin,2005-05-27
DV,Denver,2005-04-30
TP,Tampa,2005-05-12
DV,Denver,2005-06-20
ST,Seattle,2005-05-10
AT,Austin,2005-03-29
DV,Denver,2005-04-21
AT,Austin,2005-04-26
AT,Austin,2005-04-27
AT,Austin,2005-01-24
DV,Denver,2005-03-10
TP,Tampa,2005-03-10
DV,Denver,2005-03-22
DV,Denver,2005-06-01
ST,Seattle,2005-06-06
ST,Seattle,2005-04-05
ST,Seattle,2005-06-13
AT,Austin,2005-02-25
AT,Austin,2005-03-30
DV,Denver,2005-03-07
DV,Denver,2005-03-23
DV,Denver,2005-01-03
AT,Austin,2005-04-19
TP,Tampa,2005-06-29
DV,Denver,2005-04-13
ST,Seattle,2005-06-09
ST,Seattle,2005-04-04
TP,Tampa,2005-03-22
DV,Denver,2005-05-11
DV,Denver,2005-04-23
TP,Tampa,2005-05-16
AT,Austin,2005-01-01
AT,Austin,2005-02-03
DV,Denver,2005-05-04
DV,Denver,2005-03-11
DV,Denver,2005-05-14
AT,Austin,2005-03-10
TP,Tampa,2005-04-12
AT,Austin,2005-01-25
TP,Tampa,2005-05-10
TP,Tampa,2005-06-13
ST,Seattle,2005-02-08
AT,Austin,2005-04-07
AT,Austin,2005-06-21
AT,Austin,2005-05-02
AT,Austin,2005-03-24
ST,Seattle,2005-05-13
DV,Denver,2005-01-05
ST,Seattle,2005-03-01
AT,Austin,2005-06-09
DV,Denver,2005-06-27
DV,Denver,2005-01-14
AT,Austin,2005-01-17
DV,Denver,2005-04-11
AT,Austin,2005-02-27
AT,Austin,2005-03-17
ST,Seattle,2005-03-04
AT,Austin,2005-01-18
TP,Tampa,2005-03-21
DV,Denver,2005-03-04
AT,Austin,2005-03-14
AT,Austin,2005-06-05
TP,Tampa,2005-05-20
TP,Tampa,2005-02-21
TP,Tampa,2005-06-19
ST,Seattle,2005-06-27
AT,Austin,2005-04-24
DV,Denver,2005-04-20
TP,Tampa,2005-06-10
AT,Austin,2005-02-07
DV,Denver,2005-05-03
DV,Denver,2005-04-08
DV,Denver,2005-04-28
TP,Tampa,2005-06-22
DV,Denver,2005-06-08
DV,Denver,2005-03-25
DV,Denver,2005-03-29
ST,Seattle,2005-03-22
DV,Denver,2005-04-06
DV,Denver,2005-01-18
DV,Denver,2005-03-12
DV,Denver,2005-04-04
AT,Austin,2005-02-21
ST,Seattle,2005-02-11
AT,Austin,2005-05-11
AT,Austin,2005-05-31
DV,Denver,2005-05-17
ST,Seattle,2005-06-20
AT,Austin,2005-05-06
ST,Seattle,2005-02-15
TP,Tampa,2005-06-28
TP,Tampa,2005-06-23
ST,Seattle,2005-04-07
TP,Tampa,2005-05-03
AT,Austin,2005-06-28
ST,Seattle,2005-02-10
DV,Denver,2005-05-20
TP,Tampa,2005-02-07
DV,Denver,2005-03-05
DV,Denver,2005-01-19
TP,Tampa,2005-06-21
ST,Seattle,2005-06-21
AT,Austin,2005-01-10
TP,Tampa,2005-02-15
AT,Austin,2005-04-09
AT,Austin,2005-04-20
AT,Austin,2005-03-03
AT,Austin,2005-04-21
TP,Tampa,2005-03-08
DV,Denver,2005-06-21
AT,Austin,2005-06-08
AT,Austin,2005-01-22
ST,Seattle,2005-04-28
DV,Denver,2005-03-16
TP,Tampa,2005-04-11
AT,Austin,2005-05-19
TP,Tampa,2005-02-01
DV,Denver,2005-04-27
ST,Seattle,2005-03-15
AT,Austin,2005-04-13
AT,Austin,2005-06-17
DV,Denver,2005-06-16
TP,Tampa,2005-06-16
DV,Denver,2005-01-16
TP,Tampa,2005-03-14
AT,Austin,2005-01-20
DV,Denver,2005-06-10
DV,Denver,2005-04-17
ST,Seattle,2005-05-12
DV,Denver,2005-06-03
ST,Seattle,2005-04-18
DV,Denver,2005-06-26
DV,Denver,2005-04-15
DV,Denver,2005-03-03
ST,Seattle,2005-06-16
ST,Seattle,2005-06-22
AT,Austin,2005-06-18
ST,Seattle,2005-05-23
AT,Austin,2005-02-04
ST,Seattle,2005-03-08
ST,Seattle,2005-05-24
TP,Tampa,2005-06-02
AT,Austin,2005-05-01
DV,Denver,2005-04-03
AT,Austin,2005-02-08
DV,Denver,2005-04-14
AT,Austin,2005-04-25
AT,Austin,2005-01-02
TP,Tampa,2005-06-01
AT,Austin,2005-01-07
DV,Denver,2005-06-02
DV,Denver,2005-01-06
ST,Seattle,2005-05-05
ST,Seattle,2005-03-09
ST,Seattle,2005-03-31
DV,Denver,2005-02-15
ST,Seattle,2005-04-27
AT,Austin,2005-04-10
DV,Denver,2005-05-05
DV,Denver,2005-06-14
ST,Seattle,2005-03-21
AT,Austin,2005-04-28
AT,Austin,2005-05-18
TP,Tampa,2005-02-28
DV,Denver,2005-06-09
AT,Austin,2005-03-05
DV,Denver,2005-04-01
DV,Denver,2005-04-29
DV,Denver,2005-05-12
DV,Denver,2005-06-28
AT,Austin,2005-04-12
DV,Denver,2005-01-11
TP,Tampa,2005-01-31
AT,Austin,2005-04-11
DV,Denver,2005-03-20
AT,Austin,2005-03-01
AT,Austin,2005-06-24
DV,Denver,2005-05-22
DV,Denver,2005-04-09
ST,Seattle,2005-06-03
AT,Austin,2005-01-26
AT,Austin,2005-04-29
AT,Austin,2005-06-23
ST,Seattle,2005-05-16
AT,Austin,2005-03-16
AT,Austin,2005-06-07
ST,Seattle,2005-06-14
AT,Austin,2005-06-26
DV,Denver,2005-04-22
ST,Seattle,2005-04-14
ST,Seattle,2005-03-11
AT,Austin,2005-03-07
ST,Seattle,2005-05-25
AT,Austin,2005-02-06
AT,Austin,2005-04-04
AT,Austin,2005-06-01
ST,Seattle,2005-02-25
DV,Denver,2005-01-17
TP,Tampa,2005-06-06
ST,Seattle,2005-04-08
DV,Denver,2005-04-25
AT,Austin,2005-01-06
TP,Tampa,2005-04-19
DV,Denver,2005-02-14
AT,Austin,2005-02-26
ST,Seattle,2005-05-11
DV,Denver,2005-05-15
DV,Denver,2005-04-10
ST,Seattle,2005-06-01
AT,Austin,2005-05-26
AT,Austin,2005-01-09
ST,Seattle,2005-06-23
AT,Austin,2005-06-06
AT,Austin,2005-04-02
DV,Denver,2005-03-08
AT,Austin,2005-05-29
DV,Denver,2005-07-10
AT,Austin,2005-10-27
DV,Denver,2005-09-10
TP,Tampa,2005-07-28
DV,Denver,2005-07-27
ST,Seattle,2005-08-01
DV,Denver,2005-10-06
ST,Seattle,2005-07-29
TP,Tampa,2005-09-06
AT,Austin,2005-12-21
AT,Austin,2005-09-06
ST,Seattle,2005-08-31
AT,Austin,2005-08-17
TP,Tampa,2005-09-21
AT,Austin,2005-07-19
DV,Denver,2005-09-29
DV,Denver,2005-08-17
DV,Denver,2005-10-13
AT,Austin,2005-07-25
DV,Denver,2005-07-12
DV,Denver,2005-10-07
AT,Austin,2005-07-15
AT,Austin,2005-10-03
AT,Austin,2005-09-11
DV,Denver,2005-07-19
AT,Austin,2005-08-04
AT,Austin,2005-12-17
TP,Tampa,2005-10-06
AT,Austin,2005-07-23
TP,Tampa,2005-09-12
AT,Austin,2005-07-22
AT,Austin,2005-09-21
TP,Tampa,2005-10-07
TP,Tampa,2005-09-30
DV,Denver,2005-09-20
DV,Denver,2005-10-09
AT,Austin,2005-12-16
DV,Denver,2005-08-12
DV,Denver,2005-10-10
AT,Austin,2005-07-28
ST,Seattle,2005-07-11
AT,Austin,2005-11-16
TP,Tampa,2005-10-10
ST,Seattle,2005-08-25
DV,Denver,2005-09-12
AT,Austin,2005-07-04
DV,Denver,2005-09-26
DV,Denver,2005-07-17
TP,Tampa,2005-10-31
ST,Seattle,2005-08-02
ST,Seattle,2005-08-12
TP,Tampa,2005-08-24
TP,Tampa,2005-08-19
DV,Denver,2005-08-28
DV,Denver,2005-08-26
TP,Tampa,2005-08-17
DV,Denver,2005-08-23
AT,Austin,2005-11-28
AT,Austin,2005-12-15
AT,Austin,2005-09-01
AT,Austin,2005-10-10
AT,Austin,2005-10-21
TP,Tampa,2005-08-05
DV,Denver,2005-08-08
ST,Seattle,2005-07-25
ST,Seattle,2005-07-22
AT,Austin,2005-10-14
AT,Austin,2005-12-06
AT,Austin,2005-12-10
AT,Austin,2005-11-22
DV,Denver,2005-10-08
DV,Denver,2005-09-16
TP,Tampa,2005-09-23
ST,Seattle,2005-07-06
AT,Austin,2005-10-13
TP,Tampa,2005-09-22
AT,Austin,2005-07-06
AT,Austin,2005-09-09
AT,Austin,2005-09-26
DV,Denver,2005-07-22
ST,Seattle,2005-07-07
ST,Seattle,2005-08-23
TP,Tampa,2005-07-19
AT,Austin,2005-12-14
TP,Tampa,2005-10-11
DV,Denver,2005-09-08
AT,Austin,2005-11-21
DV,Denver,2005-09-21
DV,Denver,2005-08-29
AT,Austin,2005-09-07
DV,Denver,2005-10-04
AT,Austin,2005-09-28
TP,Tampa,2005-07-22
ST,Seattle,2005-08-05
AT,Austin,2005-11-01
DV,Denver,2005-07-25
TP,Tampa,2005-08-09
AT,Austin,2005-10-20
TP,Tampa,2005-08-12
AT,Austin,2005-08-27
TP,Tampa,2005-09-09
DV,Denver,2005-08-10
AT,Austin,2005-09-22
ST,Seattle,2005-07-19
AT,Austin,2005-12-28
DV,Denver,2005-08-31
TP,Tampa,2005-08-30
AT,Austin,2005-07-21
AT,Austin,2005-10-02
DV,Denver,2005-08-06
TP,Tampa,2005-09-27
DV,Denver,2005-09-30
AT,Austin,2005-08-05
TP,Tampa,2005-08-01
DV,Denver,2005-07-14
TP,Tampa,2005-07-25
AT,Austin,2005-09-10
DV,Denver,2005-10-01
AT,Austin,2005-10-29
DV,Denver,2005-08-05
AT,Austin,2005-07-10
AT,Austin,2005-07-12
DV,Denver,2005-09-17
ST,Seattle,2005-08-16
ST,Seattle,2005-08-30
TP,Tampa,2005-10-27
AT,Austin,2005-08-01
DV,Denver,2005-07-20
DV,Denver,2005-07-11
AT,Austin,2005-07-30
AT,Austin,2005-09-08
AT,Austin,2005-07-20
AT,Austin,2005-09-13
DV,Denver,2005-08-16
ST,Seattle,2005-07-05
TP,Tampa,2005-09-14
TP,Tampa,2005-08-23
AT,Austin,2005-10-31
TP,Tampa,2005-08-31
ST,Seattle,2005-08-28
AT,Austin,2005-10-07
AT,Austin,2005-11-14
TP,Tampa,2005-08-26
AT,Austin,2005-12-12
DV,Denver,2005-07-08
DV,Denver,2005-07-29
DV,Denver,2005-08-15
AT,Austin,2005-12-20
DV,Denver,2005-09-25
ST,Seattle,2005-07-08
AT,Austin,2005-12-22
TP,Tampa,2005-09-02
AT,Austin,2005-09-14
AT,Austin,2005-07-08
TP,Tampa,2005-10-25
DV,Denver,2005-07-16
DV,Denver,2005-08-18
DV,Denver,2005-08-03
TP,Tampa,2005-08-18
ST,Seattle,2005-08-11
ST,Seattle,2005-07-20
DV,Denver,2005-08-27
TP,Tampa,2005-07-11
AT,Austin,2005-12-01
AT,Austin,2005-07-09
DV,Denver,2005-08-14
ST,Seattle,2005-08-08
TP,Tampa,2005-10-05
DV,Denver,2005-08-20
ST,Seattle,2005-08-04
ST,Seattle,2005-07-14
AT,Austin,2005-07-03
AT,Austin,2005-12-11
DV,Denver,2005-08-21
AT,Austin,2005-12-29
TP,Tampa,2005-10-21
AT,Austin,2005-10-22
AT,Austin,2005-12-08
ST,Seattle,2005-07-12
DV,Denver,2005-07-31
AT,Austin,2005-09-02
DV,Denver,2005-07-06
AT,Austin,2005-11-23
TP,Tampa,2005-08-08
AT,Austin,2005-10-12
DV,Denver,2005-07-18
TP,Tampa,2005-09-16
DV,Denver,2005-10-03
TP,Tampa,2005-08-15
ST,Seattle,2005-08-18
AT,Austin,2005-10-08
TP,Tampa,2005-08-25
AT,Austin,2005-08-29
ST,Seattle,2005-07-28
AT,Austin,2005-10-09
DV,Denver,2005-09-01
AT,Austin,2005-10-05
DV,Denver,2005-09-18
TP,Tampa,2005-08-22
TP,Tampa,2005-09-28
AT,Austin,2005-10-16
TP,Tampa,2005-07-14
AT,Austin,2005-12-03
AT,Austin,2005-09-29
TP,Tampa,2005-08-02
AT,Austin,2005-08-03
TP,Tampa,2005-07-18
DV,Denver,2005-09-11
AT,Austin,2005-09-30
AT,Austin,2005-12-30
DV,Denver,2005-10-11
DV,Denver,2005-07-15
AT,Austin,2005-11-30
AT,Austin,2005-09-17
TP,Tampa,2005-09-19
TP,Tampa,2005-08-10
AT,Austin,2005-10-28
AT,Austin,2005-07-13
TP,Tampa,2005-10-26
AT,Austin,2005-07-02
ST,Seattle,2005-07-26
TP,Tampa,2005-11-01
DV,Denver,2005-09-07
AT,Austin,2005-07-05
AT,Austin,2005-08-28
DV,Denver,2005-08-22
AT,Austin,2005-10-25
DV,Denver,2005-10-12
DV,Denver,2005-08-30
AT,Austin,2005-08-31
DV,Denver,2005-09-14
AT,Austin,2005-07-18
AT,Austin,2005-11-29
TP,Tampa,2005-09-13
AT,Austin,2005-09-25
AT,Austin,2005-10-11
DV,Denver,2005-08-04
AT,Austin,2005-08-23
AT,Austin,2005-11-12
DV,Denver,2005-07-23
AT,Austin,2005-08-30
AT,Austin,2005-12-19
TP,Tampa,2005-08-04
AT,Austin,2005-11-02
AT,Austin,2005-07-26
TP,Tampa,2005-07-21
DV,Denver,2005-09-24
AT,Austin,2005-10-30
TP,Tampa,2005-07-26
AT,Austin,2005-12-27
AT,Austin,2005-07-29
TP,Tampa,2005-07-27
DV,Denver,2005-09-15
AT,Austin,2005-12-13
AT,Austin,2005-08-21
AT,Austin,2005-09-27
TP,Tampa,2005-07-08
AT,Austin,2005-10-01
TP,Tampa,2005-10-18
AT,Austin,2005-09-15
AT,Austin,2005-08-19
AT,Austin,2005-12-02
AT,Austin,2005-08-24
DV,Denver,2005-09-23
TP,Tampa,2005-07-20
DV,Denver,2005-07-07
DV,Denver,2005-08-25
AT,Austin,2005-10-15
TP,Tampa,2005-07-07
ST,Seattle,2005-08-09
AT,Austin,2005-09-20
AT,Austin,2005-07-17
DV,Denver,2005-07-13
AT,Austin,2005-08-02
DV,Denver,2005-07-24
DV,Denver,2005-10-02
AT,Austin,2005-12-18
AT,Austin,2005-10-06
TP,Tampa,2005-10-12
DV,Denver,2005-08-11
DV,Denver,2005-07-26
AT,Austin,2005-10-18
